-120.02,44.073,2.2315,-0.59793,-0.55711,1,1,2
-119.97,44.203,2.2315,-0.59793,-0.55711,1,1,2
-119.92,44.333,2.2315,-0.59793,-0.55711,1,1,2
-119.88,44.464,2.2315,-0.59793,-0.55711,1,1,2
-119.83,44.594,2.2315,-0.59793,-0.55711,1,1,2
-119.78,44.724,2.2315,-0.59793,-0.55711,1,1,2
-119.73,44.855,2.2315,-0.59793,-0.55711,1,1,2
-119.68,44.985,2.2315,-0.59793,-0.55711,1,1,2
-119.63,45.115,2.2315,-0.59793,-0.55711,1,1,2
-119.58,45.245,2.2315,-0.59793,-0.55711,1,1,2
-119.53,45.375,2.2315,-0.59793,-0.55711,1,1,2
-119.48,45.506,2.2315,-0.59793,-0.55711,1,1,2
-119.42,45.636,2.2315,-0.59793,-0.55711,1,1,2
-119.37,45.766,2.2315,-0.59793,-0.55711,1,1,2
-119.84,44.037,7.4758,-2.0031,-3.5589,1,1,2
-119.79,44.168,7.4758,-2.0031,-3.5589,1,1,2
-119.74,44.298,7.4758,-2.0031,-3.5589,1,1,2
-119.69,44.428,7.4758,-2.0031,-3.5589,1,1,2
-119.64,44.559,7.4758,-2.0031,-3.5589,1,1,2
-119.59,44.689,7.4758,-2.0031,-3.5589,1,1,2
-119.54,44.819,7.4758,-2.0031,-3.5589,1,1,2
-119.49,44.949,7.4758,-2.0031,-3.5589,1,1,2
-119.44,45.079,7.4758,-2.0031,-3.5589,1,1,2
-119.39,45.209,7.4758,-2.0031,-3.5589,1,1,2
-119.34,45.34,7.4758,-2.0031,-3.5589,1,1,2
-119.29,45.47,7.4758,-2.0031,-3.5589,1,1,2
-119.24,45.6,7.4758,-2.0031,-3.5589,1,1,2
-119.19,45.73,7.4758,-2.0031,-3.5589,1,1,2
-119.66,44.002,12.375,-3.3159,-8.9834,1,1,2
-119.61,44.132,12.375,-3.3159,-8.9834,1,1,2
-119.56,44.263,12.375,-3.3159,-8.9834,1,1,2
-119.51,44.393,12.375,-3.3159,-8.9834,1,1,2
-119.46,44.523,12.375,-3.3159,-8.9834,1,1,2
-119.41,44.653,12.375,-3.3159,-8.9834,1,1,2
-119.36,44.783,12.375,-3.3159,-8.9834,1,1,2
-119.31,44.913,12.375,-3.3159,-8.9834,1,1,2
-119.26,45.043,12.375,-3.3159,-8.9834,1,1,2
-119.21,45.173,12.375,-3.3159,-8.9834,1,1,2
-119.16,45.303,12.375,-3.3159,-8.9834,1,1,2
-119.11,45.433,12.375,-3.3159,-8.9834,1,1,2
-119.05,45.563,12.375,-3.3159,-8.9834,1,1,2
-119,45.693,12.375,-3.3159,-8.9834,1,1,2
-119.48,43.967,17.697,-4.7419,-4.2618,1,1,2
-119.43,44.097,17.697,-4.7419,-4.2618,1,1,2
-119.38,44.227,17.697,-4.7419,-4.2618,1,1,2
-119.33,44.357,17.697,-4.7419,-4.2618,1,1,2
-119.28,44.487,17.697,-4.7419,-4.2618,1,1,2
-119.23,44.617,17.697,-4.7419,-4.2618,1,1,2
-119.18,44.747,17.697,-4.7419,-4.2618,1,1,2
-119.13,44.877,17.697,-4.7419,-4.2618,1,1,2
-119.08,45.007,17.697,-4.7419,-4.2618,1,1,2
-119.03,45.137,17.697,-4.7419,-4.2618,1,1,2
-118.97,45.267,17.697,-4.7419,-4.2618,1,1,2
-118.92,45.397,17.697,-4.7419,-4.2618,1,1,2
-118.87,45.527,17.697,-4.7419,-4.2618,1,1,2
-118.82,45.657,17.697,-4.7419,-4.2618,1,1,2
-119.3,43.931,18.907,-5.0662,-3.2378,1,1,2
-119.25,44.061,18.907,-5.0662,-3.2378,1,1,2
-119.2,44.191,18.907,-5.0662,-3.2378,1,1,2
-119.15,44.321,18.907,-5.0662,-3.2378,1,1,2
-119.1,44.451,18.907,-5.0662,-3.2378,1,1,2
-119.05,44.581,18.907,-5.0662,-3.2378,1,1,2
-119,44.711,18.907,-5.0662,-3.2378,1,1,2
-118.95,44.841,18.907,-5.0662,-3.2378,1,1,2
-118.89,44.971,18.907,-5.0662,-3.2378,1,1,2
-118.84,45.1,18.907,-5.0662,-3.2378,1,1,2
-118.79,45.23,18.907,-5.0662,-3.2378,1,1,2
-118.74,45.36,18.907,-5.0662,-3.2378,1,1,2
-118.68,45.49,18.907,-5.0662,-3.2378,1,1,2
-118.63,45.62,18.907,-5.0662,-3.2378,1,1,2
-119.12,43.894,18.276,-4.8969,-2.4422,1,1,2
-119.07,44.024,18.276,-4.8969,-2.4422,1,1,2
-119.02,44.154,18.276,-4.8969,-2.4422,1,1,2
-118.97,44.284,18.276,-4.8969,-2.4422,1,1,2
-118.92,44.414,18.276,-4.8969,-2.4422,1,1,2
-118.87,44.544,18.276,-4.8969,-2.4422,1,1,2
-118.81,44.674,18.276,-4.8969,-2.4422,1,1,2
-118.76,44.804,18.276,-4.8969,-2.4422,1,1,2
-118.71,44.934,18.276,-4.8969,-2.4422,1,1,2
-118.66,45.063,18.276,-4.8969,-2.4422,1,1,2
-118.61,45.193,18.276,-4.8969,-2.4422,1,1,2
-118.55,45.323,18.276,-4.8969,-2.4422,1,1,2
-118.5,45.453,18.276,-4.8969,-2.4422,1,1,2
-118.45,45.582,18.276,-4.8969,-2.4422,1,1,2
-118.94,43.858,16.184,-4.3366,-0.92794,1,1,2
-118.89,43.988,16.184,-4.3366,-0.92794,1,1,2
-118.84,44.118,16.184,-4.3366,-0.92794,1,1,2
-118.79,44.248,16.184,-4.3366,-0.92794,1,1,2
-118.74,44.377,16.184,-4.3366,-0.92794,1,1,2
-118.68,44.507,16.184,-4.3366,-0.92794,1,1,2
-118.63,44.637,16.184,-4.3366,-0.92794,1,1,2
-118.58,44.767,16.184,-4.3366,-0.92794,1,1,2
-118.53,44.897,16.184,-4.3366,-0.92794,1,1,2
-118.48,45.026,16.184,-4.3366,-0.92794,1,1,2
-118.42,45.156,16.184,-4.3366,-0.92794,1,1,2
-118.37,45.285,16.184,-4.3366,-0.92794,1,1,2
-118.32,45.415,16.184,-4.3366,-0.92794,1,1,2
-118.26,45.545,16.184,-4.3366,-0.92794,1,1,2
-118.76,43.821,12.868,-3.448,2.7728,1,1,2
-118.71,43.951,12.868,-3.448,2.7728,1,1,2
-118.66,44.081,12.868,-3.448,2.7728,1,1,2
-118.61,44.211,12.868,-3.448,2.7728,1,1,2
-118.56,44.34,12.868,-3.448,2.7728,1,1,2
-118.5,44.47,12.868,-3.448,2.7728,1,1,2
-118.45,44.6,12.868,-3.448,2.7728,1,1,2
-118.4,44.729,12.868,-3.448,2.7728,1,1,2
-118.35,44.859,12.868,-3.448,2.7728,1,1,2
-118.29,44.989,12.868,-3.448,2.7728,1,1,2
-118.24,45.118,12.868,-3.448,2.7728,1,1,2
-118.19,45.248,12.868,-3.448,2.7728,1,1,2
-118.13,45.377,12.868,-3.448,2.7728,1,1,2
-118.08,45.507,12.868,-3.448,2.7728,1,1,2
-118.58,43.784,11.514,-3.0853,7.155,1,1,2
-118.53,43.914,11.514,-3.0853,7.155,1,1,2
-118.48,44.044,11.514,-3.0853,7.155,1,1,2
-118.43,44.173,11.514,-3.0853,7.155,1,1,2
-118.37,44.303,11.514,-3.0853,7.155,1,1,2
-118.32,44.433,11.514,-3.0853,7.155,1,1,2
-118.27,44.562,11.514,-3.0853,7.155,1,1,2
-118.22,44.692,11.514,-3.0853,7.155,1,1,2
-118.16,44.821,11.514,-3.0853,7.155,1,1,2
-118.11,44.951,11.514,-3.0853,7.155,1,1,2
-118.06,45.08,11.514,-3.0853,7.155,1,1,2
-118,45.21,11.514,-3.0853,7.155,1,1,2
-117.95,45.339,11.514,-3.0853,7.155,1,1,2
-117.89,45.469,11.514,-3.0853,7.155,1,1,2
-118.4,43.747,10.541,-2.8244,5.1154,1,1,2
-118.35,43.877,10.541,-2.8244,5.1154,1,1,2
-118.3,44.006,10.541,-2.8244,5.1154,1,1,2
-118.25,44.136,10.541,-2.8244,5.1154,1,1,2
-118.19,44.265,10.541,-2.8244,5.1154,1,1,2
-118.14,44.395,10.541,-2.8244,5.1154,1,1,2
-118.09,44.524,10.541,-2.8244,5.1154,1,1,2
-118.04,44.654,10.541,-2.8244,5.1154,1,1,2
-117.98,44.783,10.541,-2.8244,5.1154,1,1,2
-117.93,44.913,10.541,-2.8244,5.1154,1,1,2
-117.87,45.042,10.541,-2.8244,5.1154,1,1,2
-117.82,45.172,10.541,-2.8244,5.1154,1,1,2
-117.77,45.301,10.541,-2.8244,5.1154,1,1,2
-117.71,45.43,10.541,-2.8244,5.1154,1,1,2
-118.22,43.709,8.004,-2.1447,2.6472,1,1,2
-118.17,43.839,8.004,-2.1447,2.6472,1,1,2
-118.12,43.968,8.004,-2.1447,2.6472,1,1,2
-118.07,44.098,8.004,-2.1447,2.6472,1,1,2
-118.01,44.227,8.004,-2.1447,2.6472,1,1,2
-117.96,44.357,8.004,-2.1447,2.6472,1,1,2
-117.91,44.486,8.004,-2.1447,2.6472,1,1,2
-117.85,44.616,8.004,-2.1447,2.6472,1,1,2
-117.8,44.745,8.004,-2.1447,2.6472,1,1,2
-117.75,44.874,8.004,-2.1447,2.6472,1,1,2
-117.69,45.004,8.004,-2.1447,2.6472,1,1,2
-117.64,45.133,8.004,-2.1447,2.6472,1,1,2
-117.58,45.262,8.004,-2.1447,2.6472,1,1,2
-117.53,45.391,8.004,-2.1447,2.6472,1,1,2
-118.05,43.671,6.0372,-1.6177,1.4778,1,1,2
-117.99,43.801,6.0372,-1.6177,1.4778,1,1,2
-117.94,43.93,6.0372,-1.6177,1.4778,1,1,2
-117.89,44.06,6.0372,-1.6177,1.4778,1,1,2
-117.83,44.189,6.0372,-1.6177,1.4778,1,1,2
-117.78,44.319,6.0372,-1.6177,1.4778,1,1,2
-117.73,44.448,6.0372,-1.6177,1.4778,1,1,2
-117.67,44.577,6.0372,-1.6177,1.4778,1,1,2
-117.62,44.706,6.0372,-1.6177,1.4778,1,1,2
-117.56,44.836,6.0372,-1.6177,1.4778,1,1,2
-117.51,44.965,6.0372,-1.6177,1.4778,1,1,2
-117.45,45.094,6.0372,-1.6177,1.4778,1,1,2
-117.4,45.223,6.0372,-1.6177,1.4778,1,1,2
